date,type,description,latitude,longitude,district,address
2026-05-29T00:00:00.000,BURGLARY,ATTEMPT FORCIBLE ENTRY,41.808679871,-87.659271028,009,013XX W 47TH ST
2026-05-29T00:00:00.000,BURGLARY,BURGLARY FROM MOTOR VEHICLE,41.946959585,-87.722519977,017,036XX N HAMLIN AVE
2026-05-28T23:59:00.000,THEFT,OVER $500,41.915657437,-87.63873242,018,018XX N SEDGWICK ST
2026-05-28T23:56:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.887442939,-87.712330459,011,034XX W CARROLL AVE
2026-05-28T23:54:00.000,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY",41.875166083,-87.733672397,011,043XX W VAN BUREN ST
2026-05-28T23:50:00.000,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,41.900855485,-87.725420665,011,039XX W THOMAS ST
2026-05-28T23:40:00.000,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,41.776200149,-87.603401769,003,065XX S DREXEL AVE
2026-05-28T23:40:00.000,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,41.864996202,-87.618189882,001,004XX E MC FETRIDGE DR
2026-05-28T23:33:00.000,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,41.780432637,-87.60439136,003,008XX E 63RD ST
2026-05-28T23:30:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.740289839,-87.552708981,004,085XX S EXCHANGE AVE
2026-05-28T23:30:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.871819292,-87.654510538,012,011XX W POLK ST
2026-05-28T23:30:00.000,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,41.821283161,-87.60339993,002,040XX S ELLIS AVE
2026-05-28T23:30:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.740627102,-87.644963934,006,084XX S GREEN ST
2026-05-28T23:30:00.000,ASSAULT,SIMPLE,41.863777237,-87.7263227,010,013XX S KOMENSKY AVE
2026-05-28T23:28:00.000,BURGLARY,UNLAWFUL ENTRY,41.916180363,-87.749421855,025,019XX N LAMON AVE
2026-05-28T23:15:00.000,THEFT,$500 AND UNDER,41.9174077,-87.640003094,018,019XX N HUDSON AVE
2026-05-28T23:14:00.000,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,41.879271251,-87.763263785,015,055XX W MONROE ST
2026-05-28T23:08:00.000,OTHER OFFENSE,TELEPHONE THREAT,41.758759257,-87.681762689,008,074XX S CLAREMONT AVE
2026-05-28T23:05:00.000,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,41.879271251,-87.763263785,015,055XX W MONROE ST
2026-05-28T23:00:00.000,BATTERY,SIMPLE,41.86017055,-87.722561044,010,015XX S SPRINGFIELD AVE
2026-05-28T23:00:00.000,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,41.724545785,-87.615423274,006,093XX S CALUMET AVE
2026-05-28T23:00:00.000,THEFT,$500 AND UNDER,41.861698243,-87.651688112,012,010XX W 15TH ST
2026-05-28T23:00:00.000,THEFT,THEFT FROM MOTOR VEHICLE,41.774827458,-87.692063077,008,065XX S FAIRFIELD AVE
2026-05-28T23:00:00.000,THEFT,OVER $500,41.864041805,-87.705600084,010,013XX S KEDZIE AVE
2026-05-28T23:00:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.806943275,-87.596784447,002,048XX S WOODLAWN AVE
2026-05-28T23:00:00.000,THEFT,OVER $500,41.86017055,-87.722561044,010,015XX S SPRINGFIELD AVE
2026-05-28T22:55:00.000,THEFT,RETAIL THEFT,41.69598756,-87.596649418,005,109XX S DOTY AVE W
2026-05-28T22:54:00.000,MOTOR VEHICLE THEFT,"THEFT / RECOVERY - CYCLE, SCOOTER, BIKE WITH VIN",41.869862615,-87.720893713,011,038XX W ARTHINGTON ST
2026-05-28T22:52:00.000,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,41.832087778,-87.616982169,002,034XX S DR MARTIN LUTHER KING JR DR
2026-05-28T22:49:00.000,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,42.007919177,-87.665351128,024,013XX W MORSE AVE
2026-05-28T22:46:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.752774357,-87.55240747,004,029XX E 78TH PL
2026-05-28T22:45:00.000,CRIMINAL DAMAGE,TO PROPERTY,41.891269546,-87.701969342,012,005XX N SACRAMENTO BLVD
2026-05-28T22:34:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.731335204,-87.655639971,022,089XX S THROOP ST
2026-05-28T22:30:00.000,ASSAULT,AGGRAVATED - HANDGUN,41.997051124,-87.660468977,024,063XX N BROADWAY
2026-05-28T22:30:00.000,CRIMINAL DAMAGE,TO VEHICLE,42.007754607,-87.67486416,024,017XX W MORSE AVE
2026-05-28T22:30:00.000,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,41.80215809,-87.612052585,002,005XX E 51ST ST
2026-05-28T22:27:00.000,CRIMINAL TRESPASS,TO LAND,41.874363279,-87.643013039,001,006XX W HARRISON ST
2026-05-28T22:24:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.700990838,-87.613598065,005,106XX S DR MARTIN LUTHER KING JR DR
2026-05-28T22:21:00.000,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,41.884057891,-87.774003182,015,059XX W WEST END AVE
2026-05-28T22:20:00.000,CRIMINAL TRESPASS,TO VEHICLE,41.752573554,-87.595518987,004,078XX S WOODLAWN AVE
2026-05-28T22:20:00.000,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,41.763401584,-87.579307416,003,072XX S BENNETT AVE
2026-05-28T22:20:00.000,NARCOTICS,POSSESS - HEROIN (WHITE),41.694420915,-87.621085861,005,0000X E 110TH ST
2026-05-28T22:15:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.922667612,-87.692785899,014,022XX N ROCKWELL ST
2026-05-28T22:15:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,41.892509386,-87.626069718,018,0000X E OHIO ST
2026-05-28T22:11:00.000,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,41.774722567,-87.699370609,008,065XX S WHIPPLE ST
2026-05-28T22:10:00.000,ASSAULT,SIMPLE,41.866371802,-87.708642833,010,033XX W ROOSEVELT RD
2026-05-28T22:01:00.000,PUBLIC PEACE VIOLATION,PEEPING TOM,41.795539534,-87.785566264,008,053XX S NEENAH AVE
2026-05-28T22:00:00.000,DECEPTIVE PRACTICE,COMPUTER FRAUD,41.940283875,-87.819055841,016,033XX N OVERHILL AVE
2026-05-28T22:00:00.000,THEFT,THEFT FROM MOTOR VEHICLE,41.746842227,-87.602627744,006,081XX S DREXEL AVE
2026-05-28T22:00:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.814760055,-87.620887662,002,002XX E 44TH ST
2026-05-28T22:00:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,41.76912829,-87.581304172,003,069XX S CREGIER AVE
2026-05-28T22:00:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.816236701,-87.628039421,002,043XX S FEDERAL ST
2026-05-28T22:00:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,41.752564411,-87.577228054,004,078XX S EUCLID AVE
2026-05-28T22:00:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.884894053,-87.69639136,012,002XX N CALIFORNIA AVE
2026-05-28T21:58:00.000,CRIMINAL DAMAGE,TO PROPERTY,41.881466687,-87.665509401,012,015XX W MADISON ST
2026-05-28T21:53:00.000,INTERFERENCE WITH PUBLIC OFFICER,ESCAPE,41.803121233,-87.609419387,002,006XX E 50TH PL
2026-05-28T21:53:00.000,THEFT,RETAIL THEFT,41.802896506,-87.606425428,002,050XX S COTTAGE GROVE AVE
2026-05-28T21:49:00.000,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",41.779497143,-87.662553802,007,015XX W 63RD ST
2026-05-28T21:45:00.000,ASSAULT,SIMPLE,41.783964697,-87.687429118,008,060XX S MAPLEWOOD AVE
2026-05-28T21:40:00.000,ASSAULT,SIMPLE,41.876568017,-87.624277385,001,004XX S MICHIGAN AVE
2026-05-28T21:30:00.000,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,41.819105993,-87.632773448,009,002XX W ROOT ST
2026-05-28T21:30:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.799495764,-87.745384535,008,051XX S LAMON AVE
2026-05-28T21:30:00.000,BATTERY,SIMPLE,41.81243287,-87.748178813,008,044XX S LAVERGNE AVE
2026-05-28T21:30:00.000,THEFT,$500 AND UNDER,41.783601519,-87.606001759,003,061XX S COTTAGE GROVE AVE
2026-05-28T21:30:00.000,THEFT,$500 AND UNDER,41.774607115,-87.682163222,008,065XX S CLAREMONT AVE
2026-05-28T21:25:00.000,ASSAULT,"AGGRAVATED POLICE OFFICER - HANDS, FISTS, FEET, NO INJURY",41.658011951,-87.597587374,005,130XX S ELLIS AVE
2026-05-28T21:25:00.000,BATTERY,SIMPLE,41.998371665,-87.660569111,024,064XX N SHERIDAN RD
2026-05-28T21:22:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.87571153,-87.7582246,015,053XX W GLADYS AVE
2026-05-28T21:22:00.000,THEFT,RETAIL THEFT,41.931776952,-87.72791651,025,040XX W DIVERSEY AVE
2026-05-28T21:17:00.000,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,41.731260345,-87.555434119,004,090XX S MUSKEGON AVE
2026-05-28T21:14:00.000,ASSAULT,AGGRAVATED - HANDGUN,41.879488206,-87.746407091,015,048XX W MONROE ST
2026-05-28T21:06:00.000,ASSAULT,SIMPLE,41.65799551,-87.59759122,005,130XX S ELLIS AVE
2026-05-28T21:04:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,41.871834768,-87.62615082,001,0000X E 8TH ST
2026-05-28T21:03:00.000,BATTERY,SIMPLE,41.866810739,-87.625817031,001,012XX S WABASH AVE
2026-05-28T21:00:00.000,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,41.75118652,-87.610882749,006,005XX E 79TH ST
2026-05-28T21:00:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,41.802132606,-87.613677631,002,005XX E 51ST ST
2026-05-28T21:00:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.859836913,-87.70296877,010,015XX S ALBANY AVE
2026-05-28T21:00:00.000,THEFT,OVER $500,41.923454991,-87.660129412,018,012XX W BELDEN AVE
2026-05-28T21:00:00.000,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,41.861646831,-87.627279966,001,015XX S STATE ST
2026-05-28T21:00:00.000,THEFT,OVER $500,41.976290414,-87.905227221,016,100XX W OHARE ST
2026-05-28T21:00:00.000,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,41.802724547,-87.610051023,002,050XX S CHAMPLAIN AVE
2026-05-28T21:00:00.000,CRIMINAL DAMAGE,TO PROPERTY,41.767148983,-87.567493189,003,023XX E 70TH PL
2026-05-28T21:00:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.836069707,-87.613033345,002,005XX E 32ND ST
2026-05-28T21:00:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,41.702684248,-87.525274478,004,040XX E 106TH ST
2026-05-28T20:57:00.000,NARCOTICS,POSSESS - CRACK,41.752174465,-87.611318775,006,078XX S RHODES AVE
2026-05-28T20:55:00.000,BURGLARY,UNLAWFUL ENTRY,41.735001142,-87.663046301,022,087XX S ASHLAND AVE
2026-05-28T20:55:00.000,CRIMINAL TRESPASS,TO LAND,41.881183104,-87.68498211,012,023XX W MADISON ST
2026-05-28T20:51:00.000,MOTOR VEHICLE THEFT,"THEFT / RECOVERY - TRUCK, BUS, MOBILE HOME",41.912443542,-87.74474591,025,017XX N KEATING AVE
2026-05-28T20:49:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.76546836,-87.579356527,003,071XX S BENNETT AVE
2026-05-28T20:48:00.000,BURGLARY,HOME INVASION,41.863440249,-87.694548495,010,013XX S FAIRFIELD AVE
2026-05-28T20:42:00.000,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,41.791025684,-87.625026559,002,0000X E 57TH ST
2026-05-28T20:40:00.000,BATTERY,AGGRAVATED - HANDGUN,41.74243826,-87.5442186,004,084XX S BUFFALO AVE
2026-05-28T20:40:00.000,THEFT,OVER $500,41.964037099,-87.667773171,019,045XX N GREENVIEW AVE
2026-05-28T20:38:00.000,CRIMINAL DAMAGE,TO PROPERTY,41.882254819,-87.763931315,015,055XX W WASHINGTON BLVD
2026-05-28T20:35:00.000,ROBBERY,ARMED - HANDGUN,41.74863913,-87.616470485,006,080XX S CALUMET AVE
2026-05-28T20:30:00.000,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,41.761328174,-87.659913442,007,014XX W 73RD ST
2026-05-28T20:30:00.000,BURGLARY,FORCIBLE ENTRY,41.841859716,-87.700058858,010,027XX S SACRAMENTO AVE
2026-05-28T20:30:00.000,INTIMIDATION,INTIMIDATION,41.879121968,-87.65315906,012,010XX W ADAMS ST
2026-05-28T20:28:00.000,ASSAULT,SIMPLE,41.991839009,-87.8857777,016,0000X N BESSIE COLEMAN DR
2026-05-28T20:15:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.750590054,-87.561364792,004,079XX S COLFAX AVE
2026-05-28T20:15:00.000,ASSAULT,SIMPLE,41.77003579,-87.650606544,007,068XX S CARPENTER ST
2026-05-28T20:15:00.000,THEFT,OVER $500,41.962159813,-87.667730202,019,044XX N GREENVIEW AVE
2026-05-28T20:10:00.000,ASSAULT,AGGRAVATED - HANDGUN,41.976202314,-87.876667402,016,100XX W BALMORAL AVE
2026-05-28T20:09:00.000,NARCOTICS,POSSESS - HALLUCINOGENS,41.861597454,-87.718938837,010,014XX S RIDGEWAY AVE
2026-05-28T20:08:00.000,ASSAULT,SIMPLE,41.901511146,-87.723827571,011,011XX N SPRINGFIELD AVE
2026-05-28T20:06:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.758109565,-87.632458653,007,003XX W 75TH ST
2026-05-28T20:05:00.000,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,41.877771209,-87.658174588,012,012XX W JACKSON BLVD
2026-05-28T20:05:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.799495764,-87.745384535,008,051XX S LAMON AVE
2026-05-28T20:05:00.000,THEFT,RETAIL THEFT,41.882553868,-87.624383802,001,0000X N MICHIGAN AVE
2026-05-28T20:05:00.000,ASSAULT,SIMPLE,41.835095227,-87.665676113,009,032XX S ASHLAND AVE
2026-05-28T20:01:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.756551463,-87.552951751,004,077XX S SOUTH SHORE DR
2026-05-28T20:00:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,41.762034341,-87.570075766,003,073XX S LUELLA AVE
2026-05-28T20:00:00.000,CRIMINAL DAMAGE,TO PROPERTY,41.767639106,-87.684546729,008,069XX S ARTESIAN AVE
2026-05-28T20:00:00.000,BURGLARY,BURGLARY FROM MOTOR VEHICLE,41.905867194,-87.666236006,014,013XX N BOSWORTH AVE
2026-05-28T20:00:00.000,BATTERY,SIMPLE,41.669692141,-87.63682977,005,123XX S WALLACE ST
2026-05-28T20:00:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.910949969,-87.695783371,014,016XX N FAIRFIELD AVE
2026-05-28T20:00:00.000,THEFT,OVER $500,41.877564963,-87.684765318,012,023XX W JACKSON BLVD
2026-05-28T20:00:00.000,CRIMINAL DAMAGE,TO PROPERTY,41.702188314,-87.531656118,004,106XX S AVENUE G
2026-05-28T20:00:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,41.767409269,-87.621184531,003,001XX E 70TH ST
2026-05-28T19:59:00.000,ASSAULT,SIMPLE,41.865825285,-87.677556121,012,020XX W WASHBURNE AVE
2026-05-28T19:57:00.000,BURGLARY,BURGLARY FROM MOTOR VEHICLE,41.92689683,-87.707281007,014,025XX N KEDZIE BLVD
2026-05-28T19:56:00.000,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,41.736422269,-87.604815966,006,087XX S COTTAGE GROVE AVE
2026-05-28T19:53:00.000,BATTERY,SIMPLE,41.799808989,-87.723350952,008,051XX S PULASKI RD
2026-05-28T19:48:00.000,ASSAULT,SIMPLE,41.777857502,-87.615565911,003,064XX S DR MARTIN LUTHER KING JR DR
2026-05-28T19:45:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.664480359,-87.639052549,005,126XX S UNION AVE
2026-05-28T19:42:00.000,BATTERY,SIMPLE,41.917055176,-87.735440843,025,043XX W ARMITAGE AVE
2026-05-28T19:41:00.000,ASSAULT,SIMPLE,41.719198602,-87.653573414,022,012XX W 96TH ST
2026-05-28T19:41:00.000,THEFT,RETAIL THEFT,41.678237739,-87.68073427,022,118XX S WESTERN AVE
2026-05-28T19:38:00.000,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,41.968444942,-87.708918859,017,032XX W LAWRENCE AVE
2026-05-28T19:34:00.000,THEFT,RETAIL THEFT,41.910858013,-87.652054407,018,009XX W NORTH AVE
2026-05-28T19:30:00.000,ROBBERY,ARMED - HANDGUN,41.721684768,-87.661474064,022,094XX S JUSTINE ST
2026-05-28T19:30:00.000,BURGLARY,BURGLARY FROM MOTOR VEHICLE,41.950521859,-87.760368547,016,053XX W BERENICE AVE
2026-05-28T19:27:00.000,ASSAULT,SIMPLE,41.692640416,-87.618967244,005,001XX E 111TH ST
2026-05-28T19:27:00.000,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,41.975540115,-87.656392701,020,051XX N KENMORE AVE
2026-05-28T19:27:00.000,BATTERY,SIMPLE,41.895678688,-87.655135777,012,007XX N OGDEN AVE
2026-05-28T19:25:00.000,STALKING,SIMPLE,41.896377363,-87.712684675,011,008XX N TRUMBULL AVE
2026-05-28T19:24:00.000,THEFT,$500 AND UNDER,41.882912625,-87.768211001,015,001XX N WALLER AVE
2026-05-28T19:23:00.000,THEFT,RETAIL THEFT,41.953439027,-87.746258499,017,047XX W IRVING PARK RD
2026-05-28T19:22:00.000,THEFT,RETAIL THEFT,41.882394062,-87.627844798,001,0000X N STATE ST
2026-05-28T19:19:00.000,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,41.879214143,-87.699987616,011,029XX W WILCOX ST
2026-05-28T19:16:00.000,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,41.844250165,-87.610383583,001,027XX S FORT DEARBORN
2026-05-28T19:15:00.000,PUBLIC PEACE VIOLATION,OTHER VIOLATION,41.867797368,-87.658430072,012,012XX W GRENSHAW ST
2026-05-28T19:10:00.000,ASSAULT,SIMPLE,41.707095328,-87.628834415,005,002XX W 103RD ST
2026-05-28T19:09:00.000,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,41.754592961,-87.741528537,008,076XX S CICERO AVE
2026-05-28T19:08:00.000,NARCOTICS,POSSESS - SYNTHETIC DRUGS,41.77608019,-87.646707651,007,008XX W 65TH ST
2026-05-28T19:08:00.000,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,41.695137408,-87.598885338,005,110XX S DOTY AVE W
2026-05-28T19:07:00.000,BATTERY,SIMPLE,41.931580848,-87.742956658,025,046XX W DIVERSEY AVE
2026-05-28T19:00:00.000,THEFT,THEFT FROM MOTOR VEHICLE,41.883169198,-87.741779391,011,046XX W WEST END AVE
2026-05-28T19:00:00.000,CRIMINAL DAMAGE,TO PROPERTY,41.771074552,-87.619681313,003,002XX E 68TH ST
2026-05-28T19:00:00.000,THEFT,RETAIL THEFT,41.896010965,-87.624279065,018,007XX N MICHIGAN AVE
2026-05-28T19:00:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.871404454,-87.713142941,011,007XX S ST LOUIS AVE
2026-05-28T19:00:00.000,BURGLARY,FORCIBLE ENTRY,42.016383832,-87.684284069,024,074XX N RIDGE BLVD
2026-05-28T19:00:00.000,THEFT,$500 AND UNDER,41.827417807,-87.621077553,002,002XX E 37TH ST
2026-05-28T19:00:00.000,BURGLARY,BURGLARY FROM MOTOR VEHICLE,41.874911068,-87.661810392,012,005XX S LOOMIS ST
2026-05-28T18:56:00.000,THEFT,RETAIL THEFT,41.903311926,-87.669484196,014,016XX W DIVISION ST
2026-05-28T18:53:00.000,BATTERY,SIMPLE,41.967895809,-87.650082791,019,047XX N CLARENDON AVE
2026-05-28T18:52:00.000,BATTERY,SIMPLE,41.9917711,-87.697007991,024,060XX N WASHTENAW AVE
2026-05-28T18:50:00.000,THEFT,RETAIL THEFT,41.880362084,-87.755847438,015,052XX W MADISON ST
2026-05-28T18:45:00.000,BATTERY,SIMPLE,41.967929496,-87.649288171,019,047XX N MARINE DR
2026-05-28T18:45:00.000,ASSAULT,SIMPLE,41.885740288,-87.631590568,001,001XX W LAKE ST
2026-05-28T18:41:00.000,ARSON,BY EXPLOSIVE,41.802108614,-87.68670779,009,050XX S CAMPBELL AVE
2026-05-28T18:40:00.000,BURGLARY,BURGLARY FROM MOTOR VEHICLE,41.936575936,-87.713901182,014,030XX N GRESHAM AVE
2026-05-28T18:38:00.000,DECEPTIVE PRACTICE,FORGERY,41.884466997,-87.634296325,001,002XX W RANDOLPH ST
2026-05-28T18:35:00.000,BATTERY,SIMPLE,41.784111527,-87.688652292,008,060XX S ROCKWELL ST
2026-05-28T18:34:00.000,OTHER OFFENSE,TELEPHONE THREAT,41.764202621,-87.66622832,007,071XX S PAULINA ST
2026-05-28T18:32:00.000,NARCOTICS,POSSESS - CRACK,41.753632809,-87.644121331,006,077XX S HALSTED ST
2026-05-28T18:32:00.000,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,41.753681703,-87.651395582,006,077XX S ABERDEEN ST
2026-05-28T18:32:00.000,INTERFERENCE WITH PUBLIC OFFICER,RESIST / OBSTRUCT / DISARM OFFICER,41.754145476,-87.653245112,006,011XX W 77TH ST
2026-05-28T18:30:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.727841157,-87.555061405,004,092XX S CHICAGO SKYWAY IB
2026-05-28T18:30:00.000,OTHER OFFENSE,TELEPHONE THREAT,41.73407313,-87.597493023,004,088XX S GREENWOOD AVE
2026-05-28T18:30:00.000,BURGLARY,BURGLARY FROM MOTOR VEHICLE,41.923684052,-87.645072218,018,006XX W BELDEN AVE
2026-05-28T18:30:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.768833001,-87.584412494,003,069XX S CORNELL AVE
2026-05-28T18:30:00.000,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",41.994913946,-87.881937669,016,102XX W ZEMKE RD
2026-05-28T18:20:00.000,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, SERIOUS INJURY",41.738524784,-87.550220516,004,086XX S HOUSTON AVE
2026-05-28T18:15:00.000,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,41.905037417,-87.749696055,025,049XX W KAMERLING AVE
2026-05-28T18:15:00.000,ASSAULT,SIMPLE,41.974129858,-87.766357256,016,051XX N MILWAUKEE AVE
2026-05-28T18:13:00.000,THEFT,RETAIL THEFT,41.990615196,-87.683188577,024,021XX W PETERSON AVE
2026-05-28T18:08:00.000,THEFT,RETAIL THEFT,41.794172544,-87.70357593,009,054XX S KEDZIE AVE
2026-05-28T18:07:00.000,THEFT,OVER $500,41.891791478,-87.620917415,018,002XX E GRAND AVE
2026-05-28T18:06:00.000,ASSAULT,SIMPLE,41.779073436,-87.615600014,003,063XX S DR MARTIN LUTHER KING JR DR
2026-05-28T18:00:00.000,CRIMINAL DAMAGE,TO PROPERTY,41.997226277,-87.719637254,017,036XX W DEVON AVE
2026-05-28T18:00:00.000,CRIMINAL DAMAGE,TO VEHICLE,41.885805275,-87.69641536,012,002XX N CALIFORNIA AVE
2026-05-28T18:00:00.000,CRIMINAL DAMAGE,TO PROPERTY,41.764603788,-87.688913594,008,026XX W 71ST ST
2026-05-28T18:00:00.000,ASSAULT,AGGRAVATED - HANDGUN,41.804237321,-87.66971568,009,049XX S WOOD ST
2026-05-28T18:00:00.000,OTHER OFFENSE,TELEPHONE THREAT,41.75126489,-87.56501044,004,079XX S PHILLIPS AVE
2026-05-28T18:00:00.000,NARCOTICS,POSSESS - HEROIN (WHITE),41.901733457,-87.723832804,011,011XX N SPRINGFIELD AVE
2026-05-28T18:00:00.000,CRIMINAL DAMAGE,TO PROPERTY,41.865615666,-87.706862288,010,012XX S SAWYER AVE
2026-05-28T18:00:00.000,CRIMINAL DAMAGE,TO PROPERTY,41.759824326,-87.589611904,003,074XX S DANTE AVE
2026-05-28T18:00:00.000,THEFT,RETAIL THEFT,41.794172544,-87.70357593,009,054XX S KEDZIE AVE
2026-05-28T18:00:00.000,THEFT,THEFT FROM MOTOR VEHICLE,41.693704088,-87.63757036,022,110XX S WALLACE ST
2026-05-28T18:00:00.000,BURGLARY,BURGLARY FROM MOTOR VEHICLE,41.924660033,-87.647663376,018,023XX N LINCOLN AVE
2026-05-28T18:00:00.000,THEFT,FROM BUILDING,41.898767916,-87.624116333,018,008XX N Michigan Ave
2026-05-28T17:57:00.000,CRIMINAL TRESPASS,TO RESIDENCE,41.896377363,-87.712684675,011,008XX N TRUMBULL AVE
2026-05-28T17:55:00.000,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,41.868811567,-87.625861055,001,011XX S WABASH AVE
2026-05-28T17:46:00.000,MOTOR VEHICLE THEFT,AUTOMOBILE,41.91263823,-87.651921583,018,017XX N CLYBOURN AVE
2026-05-28T17:46:00.000,THEFT,RETAIL THEFT,41.91058325,-87.726353375,025,016XX N PULASKI RD
2026-05-28T17:43:00.000,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,41.926190033,-87.756224399,025,025XX N LARAMIE AVE
2026-05-28T17:30:00.000,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,41.884472382,-87.633378182,001,001XX W RANDOLPH ST
2026-05-28T17:30:00.000,THEFT,$500 AND UNDER,41.881642592,-87.624353482,001,0000X S MICHIGAN AVE
2026-05-28T17:30:00.000,ROBBERY,STRONG ARM - NO WEAPON,41.918652306,-87.65216992,018,020XX N BISSELL ST
2026-05-28T17:30:00.000,ASSAULT,SIMPLE,41.731188527,-87.603896928,006,008XX E 90TH ST
2026-05-28T17:29:00.000,BATTERY,DOMESTIC BATTERY SIMPLE,41.990091396,-87.656190726,024,010XX W THORNDALE AVE
2026-05-28T17:25:00.000,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,41.857740504,-87.669874959,012,017XX W 18TH ST
2026-05-28T17:23:00.000,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",41.891678767,-87.627551654,018,0000X E GRAND AVE
2026-05-28T17:20:00.000,ASSAULT,SIMPLE,41.707359108,-87.610765713,005,005XX E 103RD ST
2026-05-28T17:18:00.000,ASSAULT,AGGRAVATED - HANDGUN,41.722578383,-87.662706548,022,094XX S ASHLAND AVE
2026-05-28T17:12:00.000,THEFT,RETAIL THEFT,41.912149595,-87.736181,025,017XX N KOSTNER AVE
2026-05-28T17:05:00.000,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,41.768058417,-87.663878988,007,069XX S ASHLAND AVE
