date,time,type,description,latitude,longitude,district,address
2026-01-08,12:54:00,assault,school,23.037486,72.529351,Ahmedabad,"464 {p} {s}, Ahmedabad"
2026-03-02,17:11:00,burglary,temple,28.623358,77.191871,Delhi,"207 {p} {s}, Delhi"
2026-02-26,15:08:00,burglary,slum area,22.568173,88.311169,Kolkata,"297 {p} {s}, Kolkata"
2026-03-27,00:40:00,theft,hospital,26.95932,75.752572,Jaipur,"197 {p} {s}, Jaipur"
2026-01-09,18:05:00,dowry death,mohalla,13.009049,77.609146,Bangalore,"129 {p} {s}, Bangalore"
2026-01-01,23:34:00,fraud,mosque,13.012899,77.554894,Bangalore,"73 {p} {s}, Bangalore"
2026-01-11,09:15:00,robbery,residential area,26.866143,80.920289,Lucknow,"385 {p} {s}, Lucknow"
2026-03-02,09:59:00,burglary,industrial area,28.575876,77.241599,Delhi,"217 {p} {s}, Delhi"
2026-01-14,09:57:00,fraud,market,26.886483,75.748377,Jaipur,"229 {p} {s}, Jaipur"
2026-01-02,08:27:00,theft,industrial area,13.069565,80.25302,Chennai,"498 {p} {s}, Chennai"
2026-01-07,16:35:00,theft,mall,13.007023,77.639561,Bangalore,"304 {p} {s}, Bangalore"
2026-03-24,09:38:00,fraud,mall,17.404923,78.495273,Hyderabad,"325 {p} {s}, Hyderabad"
2026-01-11,20:50:00,murder,highway,13.116121,80.240707,Chennai,"403 {p} {s}, Chennai"
2026-03-19,16:35:00,theft,office complex,17.405821,78.518577,Hyderabad,"388 {p} {s}, Hyderabad"
2026-01-06,21:18:00,theft,temple,28.635502,77.255034,Delhi,"360 {p} {s}, Delhi"
2026-02-19,02:06:00,burglary,construction site,26.802656,80.912288,Lucknow,"441 {p} {s}, Lucknow"
2026-03-13,04:07:00,kidnapping,mohalla,28.58089,77.18515,Delhi,"200 {p} {s}, Delhi"
2026-02-17,05:50:00,burglary,main road,22.973486,72.525116,Ahmedabad,"60 {p} {s}, Ahmedabad"
2026-01-14,16:25:00,hit and run,hospital,28.574455,77.164907,Delhi,"434 {p} {s}, Delhi"
2026-01-10,20:19:00,assault,park,13.069701,80.254121,Chennai,"492 {p} {s}, Chennai"
2026-01-15,06:37:00,theft,mohalla,17.360886,78.442207,Hyderabad,"132 {p} {s}, Hyderabad"
2026-02-08,05:44:00,theft,highway,23.037921,72.557191,Ahmedabad,"345 {p} {s}, Ahmedabad"
2026-02-23,17:25:00,burglary,mosque,18.486584,73.814264,Pune,"110 {p} {s}, Pune"
2026-02-15,08:57:00,fraud,mosque,18.502289,73.885996,Pune,"436 {p} {s}, Pune"
2026-03-16,02:35:00,burglary,highway,19.042051,72.848799,Mumbai,"426 {p} {s}, Mumbai"
2026-01-19,04:45:00,fraud,mosque,18.534234,73.80684,Pune,"300 {p} {s}, Pune"
2026-03-19,22:28:00,burglary,railway station,18.532108,73.882542,Pune,"362 {p} {s}, Pune"
2026-01-04,10:19:00,robbery,park,19.088332,72.914833,Mumbai,"65 {p} {s}, Mumbai"
2026-01-21,10:42:00,burglary,hospital,18.556702,73.80536,Pune,"371 {p} {s}, Pune"
2026-02-05,11:04:00,theft,bus stand,12.97697,77.594171,Bangalore,"356 {p} {s}, Bangalore"
2026-03-12,00:53:00,assault,slum area,18.504625,73.8683,Pune,"376 {p} {s}, Pune"
2026-03-22,16:51:00,theft,mosque,12.923636,77.541002,Bangalore,"476 {p} {s}, Bangalore"
2026-02-02,07:11:00,assault,railway station,17.343743,78.483613,Hyderabad,"154 {p} {s}, Hyderabad"
2026-03-04,04:46:00,theft,residential area,18.502276,73.813719,Pune,"292 {p} {s}, Pune"
2026-01-14,08:58:00,rape,railway station,23.034425,72.59317,Ahmedabad,"498 {p} {s}, Ahmedabad"
2026-01-03,13:10:00,theft,slum area,22.587687,88.372908,Kolkata,"145 {p} {s}, Kolkata"
2026-03-08,09:00:00,murder,main road,23.025349,72.55283,Ahmedabad,"109 {p} {s}, Ahmedabad"
2026-03-07,10:28:00,burglary,temple,19.110468,72.865205,Mumbai,"329 {p} {s}, Mumbai"
2026-03-19,13:02:00,burglary,bazaar,17.402163,78.488801,Hyderabad,"2 {p} {s}, Hyderabad"
2026-01-25,17:25:00,rape,slum area,26.875468,80.922476,Lucknow,"126 {p} {s}, Lucknow"
2026-01-12,16:33:00,fraud,mohalla,17.426436,78.490662,Hyderabad,"414 {p} {s}, Hyderabad"
2026-01-30,07:04:00,assault,school,26.869006,75.742651,Jaipur,"145 {p} {s}, Jaipur"
2026-03-09,21:41:00,rape,mall,18.525908,73.860347,Pune,"493 {p} {s}, Pune"
2026-02-24,05:25:00,hit and run,bus stand,26.839856,80.903285,Lucknow,"200 {p} {s}, Lucknow"
2026-01-09,23:10:00,hit and run,residential area,18.501261,73.892923,Pune,"31 {p} {s}, Pune"
2026-01-16,06:05:00,theft,residential area,22.568918,88.356994,Kolkata,"382 {p} {s}, Kolkata"
2026-01-06,01:15:00,theft,industrial area,17.376281,78.526232,Hyderabad,"182 {p} {s}, Hyderabad"
2026-01-07,12:33:00,theft,bus stand,18.490401,73.85649,Pune,"329 {p} {s}, Pune"
2026-03-29,14:50:00,robbery,mosque,28.612837,77.172477,Delhi,"346 {p} {s}, Delhi"
2026-03-31,08:41:00,murder,railway station,19.021633,72.851551,Mumbai,"289 {p} {s}, Mumbai"
2026-03-29,07:50:00,burglary,industrial area,19.080874,72.853462,Mumbai,"238 {p} {s}, Mumbai"
2026-02-12,06:17:00,assault,bus stand,12.934746,77.588564,Bangalore,"81 {p} {s}, Bangalore"
2026-03-01,06:21:00,dowry death,industrial area,23.012676,72.616796,Ahmedabad,"189 {p} {s}, Ahmedabad"
2026-01-17,16:38:00,murder,school,12.931235,77.55504,Bangalore,"343 {p} {s}, Bangalore"
2026-03-22,21:26:00,hit and run,market,12.988727,77.541852,Bangalore,"105 {p} {s}, Bangalore"
2026-01-02,06:28:00,theft,school,26.860441,75.754658,Jaipur,"359 {p} {s}, Jaipur"
2026-01-14,21:01:00,theft,mohalla,18.476044,73.813301,Pune,"339 {p} {s}, Pune"
2026-03-11,22:49:00,assault,park,23.000657,72.552394,Ahmedabad,"224 {p} {s}, Ahmedabad"
2026-01-29,18:57:00,theft,bus stand,19.101388,72.905935,Mumbai,"250 {p} {s}, Mumbai"
2026-02-27,08:51:00,assault,railway station,18.498552,73.814109,Pune,"244 {p} {s}, Pune"
2026-02-14,06:50:00,murder,construction site,17.428884,78.453216,Hyderabad,"167 {p} {s}, Hyderabad"
2026-03-25,12:57:00,murder,railway station,12.924163,77.555343,Bangalore,"19 {p} {s}, Bangalore"
2026-03-13,01:45:00,assault,hospital,17.331789,78.453025,Hyderabad,"366 {p} {s}, Hyderabad"
2026-01-28,02:26:00,assault,school,18.513665,73.824992,Pune,"27 {p} {s}, Pune"
2026-02-08,02:45:00,burglary,school,18.54028,73.887388,Pune,"482 {p} {s}, Pune"
2026-01-26,15:59:00,rape,bridge,13.017793,77.561048,Bangalore,"211 {p} {s}, Bangalore"
2026-03-09,02:36:00,theft,main road,26.884046,75.788748,Jaipur,"390 {p} {s}, Jaipur"
2026-02-07,12:04:00,hit and run,slum area,28.646645,77.160268,Delhi,"77 {p} {s}, Delhi"
2026-02-28,19:24:00,burglary,main road,26.911961,75.792952,Jaipur,"226 {p} {s}, Jaipur"
2026-03-28,22:14:00,robbery,mohalla,26.949356,75.758782,Jaipur,"256 {p} {s}, Jaipur"
2026-03-03,19:58:00,fraud,slum area,12.942493,77.553108,Bangalore,"283 {p} {s}, Bangalore"
2026-02-20,11:44:00,theft,bazaar,17.426321,78.441353,Hyderabad,"357 {p} {s}, Hyderabad"
2026-02-21,11:53:00,theft,main road,26.87478,80.912942,Lucknow,"347 {p} {s}, Lucknow"
2026-01-06,17:32:00,assault,bus stand,12.926674,77.636133,Bangalore,"376 {p} {s}, Bangalore"
2026-03-23,06:40:00,theft,construction site,22.993612,72.596356,Ahmedabad,"458 {p} {s}, Ahmedabad"
2026-01-16,02:45:00,burglary,bridge,18.486362,73.849972,Pune,"162 {p} {s}, Pune"
2026-02-27,12:08:00,fraud,hospital,26.957698,75.826083,Jaipur,"472 {p} {s}, Jaipur"
2026-03-01,21:15:00,assault,mall,18.471514,73.803452,Pune,"50 {p} {s}, Pune"
2026-01-18,04:49:00,assault,railway station,22.981184,72.529085,Ahmedabad,"230 {p} {s}, Ahmedabad"
2026-02-27,19:16:00,robbery,mall,19.063884,72.854138,Mumbai,"80 {p} {s}, Mumbai"
2026-03-12,21:25:00,rape,village,28.636497,77.17604,Delhi,"326 {p} {s}, Delhi"
2026-03-31,17:15:00,theft,office complex,17.399541,78.445269,Hyderabad,"306 {p} {s}, Hyderabad"
2026-02-09,11:29:00,burglary,highway,12.945822,77.623495,Bangalore,"278 {p} {s}, Bangalore"
2026-02-28,20:41:00,robbery,residential area,18.478792,73.818536,Pune,"172 {p} {s}, Pune"
2026-02-19,03:17:00,theft,hospital,23.051366,72.563766,Ahmedabad,"110 {p} {s}, Ahmedabad"
2026-03-25,11:30:00,murder,village,12.964774,77.634854,Bangalore,"320 {p} {s}, Bangalore"
2026-02-17,16:17:00,theft,mohalla,18.49625,73.889258,Pune,"460 {p} {s}, Pune"
2026-03-07,13:38:00,assault,mall,13.076089,80.314144,Chennai,"52 {p} {s}, Chennai"
2026-01-12,12:17:00,murder,main road,17.426186,78.474785,Hyderabad,"257 {p} {s}, Hyderabad"
2026-01-29,00:55:00,robbery,market,23.03098,72.525924,Ahmedabad,"314 {p} {s}, Ahmedabad"
2026-01-27,20:12:00,fraud,slum area,12.927721,77.540596,Bangalore,"151 {p} {s}, Bangalore"
2026-02-25,17:37:00,hit and run,bus stand,22.543483,88.331465,Kolkata,"263 {p} {s}, Kolkata"
2026-02-11,06:19:00,assault,mosque,18.567,73.806822,Pune,"315 {p} {s}, Pune"
2026-02-20,01:05:00,dowry death,bus stand,26.833842,80.918951,Lucknow,"93 {p} {s}, Lucknow"
2026-02-18,23:44:00,rape,mohalla,17.412253,78.485412,Hyderabad,"494 {p} {s}, Hyderabad"
2026-01-20,03:00:00,burglary,hospital,26.868434,75.753476,Jaipur,"229 {p} {s}, Jaipur"
2026-03-01,09:36:00,theft,slum area,28.574978,77.197953,Delhi,"321 {p} {s}, Delhi"
2026-02-13,02:32:00,theft,school,18.504961,73.841879,Pune,"263 {p} {s}, Pune"
2026-01-12,18:31:00,theft,bazaar,12.999678,77.626518,Bangalore,"354 {p} {s}, Bangalore"
2026-03-13,03:51:00,theft,residential area,19.049174,72.825755,Mumbai,"369 {p} {s}, Mumbai"
2026-02-20,03:21:00,robbery,residential area,19.072835,72.823993,Mumbai,"368 {p} {s}, Mumbai"
2026-03-11,07:48:00,theft,main road,13.054726,80.249652,Chennai,"480 {p} {s}, Chennai"
2026-01-14,06:19:00,theft,market,19.061445,72.900158,Mumbai,"415 {p} {s}, Mumbai"
2026-02-17,02:37:00,rape,bridge,28.58664,77.226364,Delhi,"461 {p} {s}, Delhi"
2026-03-07,00:41:00,robbery,railway station,26.815778,80.936842,Lucknow,"306 {p} {s}, Lucknow"
2026-02-23,00:28:00,hit and run,construction site,28.583287,77.202436,Delhi,"262 {p} {s}, Delhi"
2026-01-29,09:59:00,assault,residential area,28.631554,77.215896,Delhi,"108 {p} {s}, Delhi"
2026-01-22,21:57:00,hit and run,highway,22.53098,88.348032,Kolkata,"437 {p} {s}, Kolkata"
2026-02-15,02:48:00,theft,school,22.563549,88.341758,Kolkata,"154 {p} {s}, Kolkata"
2026-01-21,00:47:00,dowry death,bus stand,28.64564,77.179111,Delhi,"6 {p} {s}, Delhi"
2026-02-12,11:09:00,theft,mall,13.063002,80.311258,Chennai,"250 {p} {s}, Chennai"
2026-01-19,11:59:00,robbery,slum area,19.043234,72.916561,Mumbai,"49 {p} {s}, Mumbai"
2026-02-25,14:00:00,burglary,construction site,26.829969,80.894481,Lucknow,"75 {p} {s}, Lucknow"
2026-02-17,15:13:00,theft,mosque,17.357466,78.464506,Hyderabad,"90 {p} {s}, Hyderabad"
2026-01-10,20:09:00,burglary,mohalla,26.823484,80.938769,Lucknow,"262 {p} {s}, Lucknow"
2026-02-15,05:36:00,rape,park,17.355528,78.492124,Hyderabad,"325 {p} {s}, Hyderabad"
2026-03-22,07:28:00,murder,mall,26.927746,75.829141,Jaipur,"156 {p} {s}, Jaipur"
2026-03-07,21:56:00,assault,slum area,22.558381,88.350253,Kolkata,"414 {p} {s}, Kolkata"
2026-02-04,22:03:00,hit and run,railway station,19.082286,72.866344,Mumbai,"328 {p} {s}, Mumbai"
2026-03-04,20:39:00,burglary,highway,19.020988,72.89371,Mumbai,"492 {p} {s}, Mumbai"
2026-01-06,11:12:00,theft,main road,19.105546,72.854733,Mumbai,"64 {p} {s}, Mumbai"
2026-03-19,21:36:00,dowry death,mall,12.968784,77.544752,Bangalore,"148 {p} {s}, Bangalore"
2026-03-30,11:29:00,dowry death,highway,17.416522,78.436269,Hyderabad,"494 {p} {s}, Hyderabad"
2026-02-13,03:42:00,burglary,mall,18.529173,73.890144,Pune,"375 {p} {s}, Pune"
2026-02-04,22:33:00,hit and run,market,19.059423,72.91627,Mumbai,"425 {p} {s}, Mumbai"
2026-01-18,19:19:00,robbery,bridge,23.064847,72.616275,Ahmedabad,"129 {p} {s}, Ahmedabad"
2026-01-26,11:42:00,kidnapping,main road,19.093373,72.875407,Mumbai,"479 {p} {s}, Mumbai"
2026-02-15,18:17:00,robbery,mosque,19.093255,72.831114,Mumbai,"340 {p} {s}, Mumbai"
2026-03-08,21:00:00,hit and run,industrial area,26.872229,75.784551,Jaipur,"329 {p} {s}, Jaipur"
2026-02-24,20:00:00,murder,village,18.476233,73.889792,Pune,"371 {p} {s}, Pune"
2026-01-24,15:26:00,robbery,slum area,28.624894,77.258844,Delhi,"276 {p} {s}, Delhi"
2026-01-06,11:47:00,assault,slum area,26.844029,80.986163,Lucknow,"68 {p} {s}, Lucknow"
2026-02-16,01:41:00,assault,village,23.012951,72.570588,Ahmedabad,"460 {p} {s}, Ahmedabad"
2026-03-15,22:47:00,assault,temple,26.791366,80.925229,Lucknow,"275 {p} {s}, Lucknow"
2026-01-27,06:55:00,fraud,industrial area,28.64258,77.205794,Delhi,"234 {p} {s}, Delhi"
2026-03-21,09:45:00,kidnapping,school,22.580466,88.403315,Kolkata,"362 {p} {s}, Kolkata"
2026-01-06,04:57:00,murder,residential area,22.552952,88.334076,Kolkata,"151 {p} {s}, Kolkata"
2026-03-10,19:06:00,fraud,main road,17.388793,78.502636,Hyderabad,"223 {p} {s}, Hyderabad"
2026-03-29,15:11:00,fraud,temple,12.92944,77.54841,Bangalore,"172 {p} {s}, Bangalore"
2026-01-14,12:36:00,hit and run,mall,28.602292,77.168412,Delhi,"5 {p} {s}, Delhi"
2026-01-14,16:58:00,theft,office complex,17.341248,78.508608,Hyderabad,"8 {p} {s}, Hyderabad"
2026-01-02,10:17:00,theft,market,19.095277,72.897026,Mumbai,"455 {p} {s}, Mumbai"
2026-03-22,22:17:00,theft,market,18.541019,73.833954,Pune,"447 {p} {s}, Pune"
2026-02-05,17:41:00,burglary,office complex,12.967714,77.552107,Bangalore,"74 {p} {s}, Bangalore"
2026-01-05,00:06:00,hit and run,construction site,23.039706,72.604107,Ahmedabad,"423 {p} {s}, Ahmedabad"
2026-03-10,22:34:00,hit and run,hospital,12.969484,77.639901,Bangalore,"393 {p} {s}, Bangalore"
2026-03-31,17:37:00,murder,market,22.567093,88.362252,Kolkata,"367 {p} {s}, Kolkata"
2026-03-08,14:59:00,theft,slum area,18.509714,73.824127,Pune,"358 {p} {s}, Pune"
2026-02-17,18:29:00,burglary,railway station,19.095516,72.824487,Mumbai,"322 {p} {s}, Mumbai"
2026-03-01,18:52:00,theft,market,17.39427,78.502309,Hyderabad,"384 {p} {s}, Hyderabad"
2026-03-15,22:06:00,burglary,market,12.966696,77.546168,Bangalore,"107 {p} {s}, Bangalore"
2026-03-01,04:40:00,hit and run,market,19.100731,72.857115,Mumbai,"94 {p} {s}, Mumbai"
2026-01-22,04:32:00,robbery,market,28.654027,77.207524,Delhi,"47 {p} {s}, Delhi"
2026-03-23,08:20:00,rape,railway station,26.804148,80.964523,Lucknow,"81 {p} {s}, Lucknow"
2026-01-15,04:06:00,theft,hospital,26.880531,80.892895,Lucknow,"229 {p} {s}, Lucknow"
2026-01-18,08:34:00,fraud,school,23.032132,72.560142,Ahmedabad,"241 {p} {s}, Ahmedabad"
2026-01-13,16:21:00,robbery,mosque,12.98827,77.62581,Bangalore,"258 {p} {s}, Bangalore"
2026-03-11,07:53:00,hit and run,market,17.349797,78.506614,Hyderabad,"364 {p} {s}, Hyderabad"
2026-02-06,17:23:00,assault,construction site,17.423594,78.524529,Hyderabad,"268 {p} {s}, Hyderabad"
2026-02-12,19:07:00,theft,bridge,28.630462,77.210708,Delhi,"454 {p} {s}, Delhi"
2026-03-23,18:24:00,fraud,bus stand,17.401505,78.473691,Hyderabad,"265 {p} {s}, Hyderabad"
2026-02-09,18:44:00,murder,mall,12.927849,77.608207,Bangalore,"153 {p} {s}, Bangalore"
2026-01-30,17:06:00,theft,bridge,12.963835,77.562533,Bangalore,"283 {p} {s}, Bangalore"
2026-03-24,16:32:00,theft,construction site,17.331936,78.528029,Hyderabad,"131 {p} {s}, Hyderabad"
2026-03-28,03:56:00,hit and run,park,23.060743,72.553981,Ahmedabad,"40 {p} {s}, Ahmedabad"
2026-03-25,04:47:00,burglary,park,28.573586,77.206884,Delhi,"353 {p} {s}, Delhi"
2026-02-27,06:01:00,theft,school,26.910274,75.759634,Jaipur,"488 {p} {s}, Jaipur"
2026-03-13,06:25:00,murder,construction site,19.06,72.834464,Mumbai,"217 {p} {s}, Mumbai"
2026-01-07,15:03:00,fraud,mall,18.515187,73.812848,Pune,"60 {p} {s}, Pune"
2026-02-21,17:35:00,theft,highway,26.857083,80.986146,Lucknow,"470 {p} {s}, Lucknow"
2026-01-31,13:27:00,theft,village,18.557024,73.83809,Pune,"498 {p} {s}, Pune"
2026-03-23,07:43:00,dowry death,main road,26.956044,75.746637,Jaipur,"4 {p} {s}, Jaipur"
2026-03-19,22:15:00,theft,temple,19.050863,72.852024,Mumbai,"42 {p} {s}, Mumbai"
2026-02-24,05:47:00,assault,park,26.894878,75.80529,Jaipur,"435 {p} {s}, Jaipur"
2026-01-29,05:07:00,theft,school,26.889766,80.892625,Lucknow,"493 {p} {s}, Lucknow"
2026-02-12,15:42:00,assault,slum area,19.059726,72.878409,Mumbai,"427 {p} {s}, Mumbai"
2026-02-17,11:40:00,robbery,mosque,13.033741,80.239675,Chennai,"295 {p} {s}, Chennai"
2026-01-10,22:25:00,assault,mohalla,26.907981,75.747295,Jaipur,"289 {p} {s}, Jaipur"
2026-03-20,08:43:00,dowry death,residential area,13.004963,77.597518,Bangalore,"458 {p} {s}, Bangalore"
2026-03-25,19:10:00,robbery,bazaar,26.94892,75.754929,Jaipur,"284 {p} {s}, Jaipur"
2026-03-20,10:01:00,murder,school,19.092305,72.879921,Mumbai,"473 {p} {s}, Mumbai"
2026-02-08,19:30:00,murder,village,26.877148,80.960663,Lucknow,"109 {p} {s}, Lucknow"
2026-01-21,04:56:00,theft,highway,18.556339,73.820026,Pune,"398 {p} {s}, Pune"
2026-02-10,12:17:00,assault,hospital,26.893385,75.746071,Jaipur,"303 {p} {s}, Jaipur"
2026-02-25,09:28:00,robbery,mohalla,12.929366,77.622632,Bangalore,"316 {p} {s}, Bangalore"
2026-01-19,06:03:00,theft,mohalla,12.934665,77.5577,Bangalore,"450 {p} {s}, Bangalore"
2026-03-26,21:59:00,theft,mall,18.490168,73.834674,Pune,"279 {p} {s}, Pune"
2026-02-09,19:05:00,hit and run,railway station,22.569006,88.371245,Kolkata,"353 {p} {s}, Kolkata"
2026-03-05,00:22:00,robbery,hospital,19.070672,72.848331,Mumbai,"81 {p} {s}, Mumbai"
2026-03-07,04:44:00,robbery,temple,22.572584,88.398122,Kolkata,"427 {p} {s}, Kolkata"
2026-01-04,17:49:00,murder,slum area,22.615608,88.356545,Kolkata,"112 {p} {s}, Kolkata"
2026-01-16,05:23:00,rape,industrial area,22.997444,72.559159,Ahmedabad,"147 {p} {s}, Ahmedabad"
2026-03-01,16:44:00,rape,bazaar,19.118257,72.821615,Mumbai,"31 {p} {s}, Mumbai"
2026-01-26,12:36:00,rape,highway,17.398774,78.517762,Hyderabad,"99 {p} {s}, Hyderabad"
2026-01-24,23:46:00,kidnapping,bus stand,18.484763,73.815947,Pune,"287 {p} {s}, Pune"
2026-03-11,23:18:00,robbery,village,13.106845,80.273502,Chennai,"336 {p} {s}, Chennai"
2026-02-11,00:52:00,theft,park,26.864164,75.809938,Jaipur,"389 {p} {s}, Jaipur"
2026-03-10,13:51:00,rape,mall,28.595412,77.21949,Delhi,"84 {p} {s}, Delhi"
2026-01-29,07:03:00,hit and run,school,18.560658,73.815611,Pune,"287 {p} {s}, Pune"
2026-02-24,03:16:00,hit and run,temple,23.048458,72.606865,Ahmedabad,"265 {p} {s}, Ahmedabad"
2026-01-17,12:51:00,theft,mall,18.506543,73.861718,Pune,"266 {p} {s}, Pune"
2026-01-24,04:13:00,murder,bus stand,18.4779,73.875576,Pune,"42 {p} {s}, Pune"
2026-03-30,19:55:00,hit and run,residential area,17.359566,78.515547,Hyderabad,"9 {p} {s}, Hyderabad"
2026-03-08,10:30:00,hit and run,park,19.117134,72.847349,Mumbai,"373 {p} {s}, Mumbai"
2026-03-18,17:06:00,robbery,temple,23.065131,72.521756,Ahmedabad,"188 {p} {s}, Ahmedabad"
2026-02-28,05:41:00,kidnapping,industrial area,28.628434,77.228943,Delhi,"285 {p} {s}, Delhi"
2026-03-05,22:53:00,assault,bus stand,19.076899,72.875065,Mumbai,"262 {p} {s}, Mumbai"
2026-03-15,18:48:00,fraud,bazaar,13.062553,80.265647,Chennai,"64 {p} {s}, Chennai"
2026-01-04,22:58:00,murder,bridge,19.104116,72.830072,Mumbai,"103 {p} {s}, Mumbai"
2026-02-07,05:52:00,theft,park,26.892385,75.765741,Jaipur,"375 {p} {s}, Jaipur"
2026-03-05,01:43:00,theft,bridge,13.108832,80.315014,Chennai,"132 {p} {s}, Chennai"
2026-01-10,04:15:00,robbery,construction site,22.988315,72.574522,Ahmedabad,"44 {p} {s}, Ahmedabad"
2026-03-14,03:48:00,theft,temple,22.971315,72.593111,Ahmedabad,"293 {p} {s}, Ahmedabad"
2026-03-23,05:41:00,burglary,park,12.990751,77.623657,Bangalore,"24 {p} {s}, Bangalore"
2026-01-31,04:56:00,murder,construction site,28.600316,77.187347,Delhi,"467 {p} {s}, Delhi"
2026-02-10,09:11:00,burglary,main road,19.087663,72.840964,Mumbai,"319 {p} {s}, Mumbai"
2026-03-03,21:48:00,dowry death,industrial area,18.550874,73.856206,Pune,"35 {p} {s}, Pune"
2026-03-25,03:04:00,burglary,bridge,26.907805,75.776333,Jaipur,"108 {p} {s}, Jaipur"
2026-02-19,19:29:00,theft,temple,12.992083,77.592071,Bangalore,"256 {p} {s}, Bangalore"
2026-02-18,10:10:00,burglary,mosque,17.354226,78.460547,Hyderabad,"274 {p} {s}, Hyderabad"
2026-03-12,05:42:00,theft,temple,26.821245,80.891409,Lucknow,"491 {p} {s}, Lucknow"
2026-03-15,20:10:00,kidnapping,residential area,26.860155,75.828461,Jaipur,"306 {p} {s}, Jaipur"
2026-03-09,01:18:00,rape,bazaar,13.070322,80.260203,Chennai,"80 {p} {s}, Chennai"
2026-01-06,08:31:00,murder,bus stand,22.612745,88.405736,Kolkata,"186 {p} {s}, Kolkata"
2026-03-27,21:54:00,fraud,main road,26.887071,80.982753,Lucknow,"195 {p} {s}, Lucknow"
2026-03-12,06:29:00,theft,school,28.607981,77.247324,Delhi,"497 {p} {s}, Delhi"
2026-03-20,15:20:00,dowry death,hospital,23.014811,72.586468,Ahmedabad,"486 {p} {s}, Ahmedabad"
2026-01-23,23:57:00,rape,park,13.045429,80.241966,Chennai,"236 {p} {s}, Chennai"
2026-03-31,14:42:00,fraud,residential area,26.850504,80.89474,Lucknow,"224 {p} {s}, Lucknow"
2026-02-24,15:46:00,theft,slum area,22.979917,72.56174,Ahmedabad,"190 {p} {s}, Ahmedabad"
2026-01-25,05:58:00,theft,main road,19.113366,72.916335,Mumbai,"114 {p} {s}, Mumbai"
2026-02-22,15:57:00,burglary,highway,17.372187,78.503422,Hyderabad,"218 {p} {s}, Hyderabad"
2026-03-06,04:25:00,theft,bus stand,18.480877,73.871052,Pune,"81 {p} {s}, Pune"
2026-03-21,18:01:00,robbery,temple,13.099549,80.281435,Chennai,"67 {p} {s}, Chennai"
2026-01-20,22:46:00,murder,construction site,22.98464,72.538705,Ahmedabad,"390 {p} {s}, Ahmedabad"
2026-01-25,13:12:00,dowry death,highway,17.350946,78.475566,Hyderabad,"459 {p} {s}, Hyderabad"
2026-01-17,22:53:00,theft,temple,26.893495,75.763697,Jaipur,"280 {p} {s}, Jaipur"
2026-01-09,21:55:00,assault,residential area,22.603842,88.393182,Kolkata,"332 {p} {s}, Kolkata"
2026-03-04,19:06:00,hit and run,construction site,19.040659,72.859221,Mumbai,"283 {p} {s}, Mumbai"
2026-01-28,07:04:00,rape,bus stand,19.041131,72.845223,Mumbai,"34 {p} {s}, Mumbai"
2026-03-01,10:29:00,fraud,hospital,18.530564,73.802811,Pune,"116 {p} {s}, Pune"
2026-03-09,04:36:00,murder,mall,17.399723,78.495897,Hyderabad,"169 {p} {s}, Hyderabad"
2026-02-01,15:24:00,theft,hospital,17.422837,78.441558,Hyderabad,"171 {p} {s}, Hyderabad"
2026-02-25,17:19:00,dowry death,bus stand,23.068937,72.546779,Ahmedabad,"227 {p} {s}, Ahmedabad"
2026-03-14,20:27:00,murder,main road,26.848632,80.96807,Lucknow,"287 {p} {s}, Lucknow"
2026-02-19,09:56:00,assault,office complex,26.861601,75.804236,Jaipur,"239 {p} {s}, Jaipur"
2026-02-12,03:22:00,assault,mall,17.417369,78.499788,Hyderabad,"337 {p} {s}, Hyderabad"
2026-03-27,23:13:00,theft,mohalla,28.659104,77.219402,Delhi,"206 {p} {s}, Delhi"
2026-01-02,14:29:00,dowry death,main road,19.041299,72.826427,Mumbai,"354 {p} {s}, Mumbai"
2026-01-17,23:14:00,assault,mohalla,19.078829,72.830287,Mumbai,"316 {p} {s}, Mumbai"
2026-02-01,17:56:00,theft,main road,28.574821,77.22967,Delhi,"194 {p} {s}, Delhi"
2026-01-10,23:56:00,assault,hospital,18.49132,73.805383,Pune,"279 {p} {s}, Pune"
2026-02-06,20:16:00,theft,park,22.970814,72.568786,Ahmedabad,"119 {p} {s}, Ahmedabad"
2026-01-13,20:07:00,theft,mosque,13.036506,80.283441,Chennai,"196 {p} {s}, Chennai"
2026-02-24,05:38:00,fraud,bridge,28.650152,77.171596,Delhi,"215 {p} {s}, Delhi"
2026-03-07,11:54:00,hit and run,school,19.106302,72.887096,Mumbai,"117 {p} {s}, Mumbai"
2026-03-27,19:17:00,theft,mohalla,26.942947,75.76808,Jaipur,"188 {p} {s}, Jaipur"
2026-01-23,02:56:00,dowry death,mall,19.088011,72.909739,Mumbai,"327 {p} {s}, Mumbai"
2026-03-12,17:09:00,theft,hospital,13.079115,80.231275,Chennai,"94 {p} {s}, Chennai"
2026-02-22,11:29:00,hit and run,residential area,22.975416,72.614801,Ahmedabad,"263 {p} {s}, Ahmedabad"
2026-03-02,03:52:00,robbery,slum area,28.611193,77.227748,Delhi,"128 {p} {s}, Delhi"
2026-01-25,09:18:00,theft,park,18.554292,73.827958,Pune,"490 {p} {s}, Pune"
2026-02-01,21:26:00,burglary,highway,19.027869,72.829492,Mumbai,"68 {p} {s}, Mumbai"
